Garder/Exclure,Nb de hits (à fin févr. 2026),disaron:nom_old,disaron:nom,dc:title,disaron:Complement_titre,disaron:chapeau,disaron:Auteur,disaron:categorie,disaron:collection,disaron:sous_collection,disaron:theme,disaron:annees_reference,disaron:descripteur,disaron:niveau_geographique,disaron:Date_premiere_publication,disaron:date_derniere_publication,ecm:versionLabel,disaron:Numerotation,url,nb de fichiers,noms des fichiers,urls des fichiers,disaron:date_modification,disaron:donnees,trouvé Estelle ?,lost,collection,themes,themes_codes,theme_principal,OrdreEstelle,THEME Agreste2.0,Collection Agreste 2.0,Sous-Collection Agreste 2.0,Fichiers manquants
Garder,31,VeiCEP1707,VeiCEP1707,Bulletin de veille - juillet 2017,,"Au sommaire de ce bulletin, des articles traitent notamment du dernier rapport de l'OFPM, de la répartition de la valeur ajoutée dans trois filières biologiques de plusieurs pays de l'Union européenne, de goulets d'étranglement et de vulnérabilités dans le commerce alimentaire mondial, du bilan et des déterminants de la libéralisation du commerce agricole depuis 2001, des applications des nanotechnologies en agriculture et agroalimentaire, de l'analyse des impact du Brexit sur son secteur agroalimentaire par le Parlement du Royaume-Uni, d'un panorama d'exercices prospectifs quantitatifs autour de ""nourrir le monde en 2050"", d'échanges d'expérience et de réduction des pesticides, des soutiens publics au secteur de la pêche dans les pays de l'OCDE, de l'évaluation des outils de gestion des risques et des paiements directs avec PAC 2020 en ligne de mire, de la prochain génération de modèles représentant les systèmes agricoles, du niveau de prélèvement optimal en forêt finlandaise à l'horizon 2100, de la forêt européenne au cœur d'attentes contradictoires, de la création d'un groupe de travail international sur les expériences économiques pour évaluer la PAC. Les ouvrages « Zoopolis. Une théorie politique des droits des animaux », « Construire des politiques alimentaires urbaines. Concepts et démarches », « Une métropole à ma table. L'Ile-de-France face aux défis alimentaires » et « Non, ce n'était pas mieux » avant font également l'objet de billets. Un portrait est consacré à l'INTA (Argentine).","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2017,,FRANCE,2017/07/20 00:00,2020/02/04 23:03,0.2,1707,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1707/detail/,,,,2017/07/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_juillet_2017.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3295,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,44,VeiCEP1709,VeiCEP1709,Bulletin de veille – septembre 2017,,"Au sommaire de ce bulletin, des articles traitent notamment du rôle croissant du marché de Paris dans la formation des prix du blé, du numéro d'EuroChoices sur le Brexit et ses conséquences pour le secteur alimentaire, d'une expérience en Ouganda sur l'utilisation de PSE pour réduire la déforestation, d'incitations au maintien des forêts primaires pour limiter les émissions de carbone, des résultats de l'étude INCA 3 de l'Anses, du premier rapport de l'OIE sur la consommation mondiale d'antibiotiques chez les animaux, de l'image des légumes dans les discours médiatiques, du risque d'aggravation de la pollution azotée des cours d'eau par l'augmentation des précipitations due au changement climatique, de l'estimation globale de la réutilisation des eaux usées pour l'irrigation en agriculture, de l'optimisation de la répartition des cultures dans un contexte d'irrigation contrainte, de l'estimation et de la localisation du potentiel mondial de la mariculture, de l'évolution des échanges de produits de la mer, d'une retro-prospective agricole et des trajectoires de développement possible pour l'Afrique subsaharienne et l'Inde. Les ouvrages « L'empire de l'or rouge. Enquête mondiale sur la tomate d'industrie », « Sociologie des systèmes alimentaires alternatifs. Une promesse de différence » et « Nanotechnology in Agriculture and Food Science » font également l'objet de billets.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2017,,FRANCE,2017/09/15 00:00,2020/02/04 23:04,0.2,1709,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1709/detail/,,,,2017/09/15 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_septembre_2017.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3296,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,63,VeiCEP1710,VeiCEP1710,Bulletin de veille – octobre  2017,,"Au sommaire de ce bulletin, des articles traitent notamment de trois publications sur changement climatique et pathogènes, du recueil de la Banque mondiale sur les TIC au service de la petite agriculture familiale, du premier rapport de perspective de la Convention des Nations unies sur la lutte contre la désertification, de deux études améliorant la caractérisation du phénomène de suicide chez les hommes agriculteurs exploitants, de l'émergence des animal studies et du militantisme pro-animaux, de la chaîne d'approvisionnement alimentaire britannique fortement tributaire de la main-d’œuvre étrangère, des impacts du Brexit sur le secteur agricole du Royaume-Uni, de la connectivité des marchés de matières premières, de l'impact négatif sur les naissances d'une très forte exposition aux pesticides, de l'effet cocktail des perturbateurs endocriniens, de la modélisation de deux scénarios alternatifs pour la PAC 2030, d'un document d'orientation stratégique de l'université de Wageningen sur la transition des systèmes alimentaires à 2030, de ""La caméra explore les champs"" de la région Centre-Val de Loire. Les ouvrages « Le miel. Enquête sur le nouvel or jaune », « Le véganisme » et « Histoires extraordinaires des matières premières » font également l'objet de billets. Enfin, un portrait de l'Embrapa est présenté.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2017,,FRANCE,2017/10/20 00:00,2020/02/04 23:04,0.2,1710,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1710/detail/,,,,2017/10/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_octobre_2017.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3297,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,30,VeiCEP1711,VeiCEP1711,Bulletin de veille – novembre 2017,,"Au sommaire de ce bulletin, des articles traitent notamment des effets contre-productifs des assurances climatiques, de la prise en compte, dans l'accompagnement des transitions, de la contribution de certaines productions à la qualité de vie rurale, du rapport prospectif de FranceAgriMer sur la filière lait de vache, de la loi de modernisation de la sécurité sanitaire des aliments aux États-Unis, de la quantification de l'impact d'un accès restreint à l'eau, aux énergies fossiles et à la terre sur l'économie mondiale et les équilibres régionaux, de l'opportunité d'informer le consommateur sur la réduction du gaspillage alimentaire ou sur le recyclage de ses restes, des tendances mondiales du sous-poids, du surpoids et de l'obésité entre 1975 et 2016, du rapport du HLPE sur nutrition et systèmes alimentaires, de l'alimentation comme droit humain. Les ouvrages « Le monde dans nos tasses. Trois siècles de petit déjeuner », « Economie du vin » et « Agriculteurs urbains » font également l'objet de billets. Enfin, un portrait du HLPE est présenté.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2017,,FRANCE,2017/11/20 00:00,2020/02/04 23:04,0.2,1711,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1711/detail/,,,,2017/11/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_28_novembre_2017.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3298,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,44,VeiCEP1712,VeiCEP1712,Bulletin de veille – décembre 2017,,"Au sommaire de ce bulletin, des articles traitent notamment de deux des six enjeux majeurs des Nations unies pour l'environnement (la résistance aux antimicrobiens et les aires marines protégées), des changements liés au développement de l'automatisation pour la production industrielle dans le monde, d'atténuation des émissions de gaz à effet de serre et de sécurité alimentaire, du rapport de Terra Nova sur une alimentation moins carnée, de l'expertise collective de l'Inserm Agir sur les comportements nutritionnels, des micro-fermes maraîchères et des conditions de travail, de recherche, productivité et production agricoles aux États-Unis, d'options pour accompagner l'agriculture européenne face au risque d'un Brexit dur, de la possibilité de promouvoir la séquestration de carbone dans les sols agricoles avec des instruments de marché, des modèles et analyses d'impact des politiques agricoles européennes, d'une méta-analyse sur la restriction d'usage des antibiotiques chez les animaux producteurs d'aliments et sur ses conséquences, de l'industrie du chocolat, facteur de déforestation et de perte de biodiversité en Côte d'Ivoire et au Ghana, de l'analyse de la transformation structurelle pour le développement, ainsi que de la journée scientifique de Météo et Climat sur la place de la forêt de l'agriculture françaises face aux changements climatiques. L'ouvrage « Trois utopies contemporaines » fait également l'objet d'un billet.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2017,,FRANCE,2017/12/20 00:00,2020/02/04 23:04,0.2,1712,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1712/detail/,,,,2017/12/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_decembre_2017.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3299,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,34,VeiCEP1801,VeiCEP1801,Bulletin de veille - janvier 2018,,"Au sommaire de ce bulletin, des articles traitent notamment de la politique de soutien aux assurances agricoles aux États-Unis, du rapport de la Banque mondiale sur PAC, emploi et pauvreté, du rapport d'audit de la Cour des comptes européenne sur la programmation du développement rural, des bûcherons et de leur position de travailleur indépendant, d'une description de la filière bois grâce aux tableaux d'entrées-sorties de la comptabilité nationale, des impacts du Brexit sur le secteur des produits agroalimentaires et des boissons au Royaume-Uni, d'une méta-analyse sur les effets des nudges promouvant une alimentation plus saine, de mycotoxine, biocontrôle et rôle des insectes, de l'évaluation d'un programme d'éradication de la tuberculose bovine en Espagne, de l'impact de la certification de la durabilité de l'huile de palme sur la déforestation en Indonésie, des projections de l'offre et de la demande mondiale de céréales et soja de l'IGC, des déterminants des exportations de produits de qualité analysés avec l'exemple du Cognac, des angles juridique, social et éthique de l'agriculture de précision en Europe. Les ouvrages « Que manger ? Normes et pratiques alimentaires », « Le Déméter 2018. Huiles végétales : enjeux, marchés et controverses », et « Políticas públicas a favor de la agroecología en América Latine y el Caribe » font également l'objet de billets. Enfin, un portrait de la fondation Bertelsmann est présenté.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2018,,FRANCE,2018/01/20 00:00,2020/02/04 23:14,0.3,1801,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1801/detail/,,,,2018/01/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_janvier_2018.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3300,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,32,VeiCEP1802,VeiCEP1802,Bulletin de veille – février 2018,,"Au sommaire de ce bulletin, des articles traitent notamment du Brexit et du risque de fragmentation de la politique agricole du Royaume-Uni, de l'amélioration de la sécurité alimentaire européenne et française tout en préservant davantage certaines ressources naturelles, des conséquences de l'automatisation et de la numérisation sur l'organisation et le contenu du travail, de la modélisation par le JRC des effets à 2030 de trois scénarios de la future PAC, du bilan de la politique alimentaire européenne, de la critique par la Cour des comptes européenne de l'inefficacité environnementale du verdissement de la PAC, des conséquences de la décentralisation sur l'efficacité et la légitimité des politiques de préservation des espaces agricoles péri-urbains, de systèmes contextualisés pour les données des services vétérinaires publics, d'une étude sur le degré d'acceptation par les consommateurs américains du lait de vaches clonées, de l'avis du CESE sur les leviers pour renforcer la compétitivité de l'agriculture et de l'agroalimentaire français, d'une étude remettant en question l'efficacité des prélèvements de loups pour protéger les élevages aux États-Unis, d'un état des lieux des solutions alternatives aux traitements cupriques, de l'origine et de l'évolution de deux conceptions de l'agriculture, d'une conférence du CEPII en partenariat avec l'Inra sur les enjeux du Brexit pour l'agriculture. Les ouvrages « Le nouveau capitalisme agricole. De la ferme à la firme », « Des mots à la bouche. Le journalisme gastronomique en France », et « Les métamorphoses du gras. Histoire de l'obésité du Moyen Age au XXe siècle » font également l'objet de billets. Enfin, un portrait du Centre international des céréales (IGC) est présenté.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2018,,FRANCE,2018/02/20 00:00,2020/02/04 23:04,0.2,1802,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1802/detail/,,,,2018/02/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_fevrier_2018.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3301,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,42,VeiCEP1803,VeiCEP1803,Bulletin de veille - mars 2018,,"Au sommaire de ce bulletin, des articles traitent notamment d'une cartographie de l'emprise spatiale de la pêche industrielle grâce au big data, des résultats d'une étude pilote sur la blockchain, des impacts de la PAC sur le marché des terres agricoles en Pologne, des effets des aides couplées à la betterave sur les prix et la concurrence, de l'impact de la politique européenne de protection des indications géographiques sur la performance à l'export des États membres, d'un briefing paper de la Chambre des Communes sur les perspectives pour la future politique agricole britannique, de l'identification et de la valorisation des compétences transversales pour faciliter les mobilités professionnelles, des liens entre consommation de produits ultra-transformés et risques de cancers, des évolutions des consommations alimentaires en Argentine, du suicide chez les agriculteurs exploitants en France, de la revue Historia Agraria, de clonage et tourisme à l'horizon 2070. L'ouvrage « L'histoire de l'Inra, entre science et politique » fait également l'objet d'un billet.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2018,,FRANCE,2018/03/20 00:00,2020/02/04 23:04,0.2,1803,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1803/detail/,,,,2018/03/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_mars_2018.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3302,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,42,VeiCEP1804,VeiCEP1804,Bulletin de veille – avril 2018,,"Au sommaire de ce bulletin, des articles traitent notamment du fait que la biodiversité est beaucoup moins médiatique que le changement climatique, de l'utilisation du glyphosate annulant les bénéfices pour la biodiversité permis par le sans-labour, d'un rapport de l'IPBES sur la dégradation des écosystèmes terrestres, des relations entre performance économique des filières et indications géographiques, des pistes pour permettre aux élevages bovins viande de mieux s'adapter à la demande, de l'intensification durable de l'agriculture par les associations de cultures, de la mesure des effets propres des services de conseil sur le revenu agricole en Irlande par une approche économétrique, de l'image du groupe professionnel des ouvriers à l'abattoir dans les films documentaires, d'une analyse de Sustainable Food Trust sur la relocalisation de l'abattage, des résultats de l'Eurobaromètre 2017 sur les Européens, l'agriculture et la PAC, de la possibilité que l'initiative 4 pour 1000 stoppe l'augmentation annuelle de CO2 dans l'atmosphère, du septième rapport de l'IFPRI sur les politiques alimentaires, d'agriculture à petite échelle et d'organisation autonome urbaine à Mexico, ou encore de la 15e édition du Baromètre de la consommation et de la perception des produits biologiques. L'ouvrage « Le partage de l'eau. Une réflexion géopolitique » et la Revue d'ethnoécologie consacrée à « La Poule. Pratiques d'élevage et histoire culturelle » font également l'objet de billets.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2018,,FRANCE,2018/04/20 00:00,2020/02/04 23:04,0.2,1804,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1804/detail/,,,,2018/04/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_avril_2018.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3303,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,138,VeiCEP1805,VeiCEP1805,Bulletin de veille - mai 2018,,"Au sommaire de ce bulletin, des articles traitent notamment de la prise en compte des ODD dans la future PAC, des mesures agro-environnementales et de la réduction de moitié de l'utilisation d'herbicides en viticulture, des impacts limités du régime de paiements de base en matière de simplification et de ciblage du premier pilier de la PAC, des implications du Brexit pour l'agriculture et l'alimentation dans les pays en développement, du fait que désigner les arbres est un acte de sylviculture hautement subjectif, d'un panorama des fraudes alimentaires dans le secteur de la pêche, des impacts du biodiesel sur les pays en développement exportateurs de produits agricoles et du lien avec le prix du pétrole, d'un rapport de la FAO sur les territoires au service d'une agriculture et d'une alimentation durables, du développement territorial dans un contexte de systèmes alimentaires globalisés, de l'agro-écologie comme paradigme stratégique pour la FAO, de colloques sur ""l'acceptabilité des élevages par la société"" (cartographie des controverses, mobilisations collectives et prospective) et sur les ""Aliments voyageurs"". L'ouvrage « La chair, les hommes et les dieux. La viande en Inde » fait également l'objet d'un billet.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2018,,FRANCE,2018/05/20 00:00,2020/02/04 23:03,0.2,1805,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1805/detail/,,,,2018/05/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_mai_2018.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3304,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,30,VeiCEP1806,VeiCEP1806,Bulletin de veille – juin 2018,,"Au sommaire de ce bulletin, des articles traitent notamment des investissements dans la R&D agricole dans les pays à hauts revenus, de la PAC post-2020 et des propositions de l'IFOAM et du FiBL pour rémunérer les agriculteurs pour leur contribution aux biens publics européens, de la cartographie du potentiel de lutte biologique des paysages agricoles européens, des technologies numériques d'auto-mesure, de lutte contre le gaspillage et d'aide alimentaire, d'une étude qualitative sur la perception des chicken shops par des habitants de l'Est londonien, d'économie alimentaire et emploi en Afrique de l'Ouest, de deux scénarios prospectifs contrastés pour le système agroalimentaire français à l'horizon 2040, d'un état des lieux de l'action des villes intermédiaires sur le foncier en vue d'une relocalisation de leur approvisionnement alimentaire, des nouvelles protéines et d'allergénicité, de l'augmentation des risques professionnels des travailleurs de l'agriculture, de la pêche et de la forêt avec le changement climatique, d'ouvrières agricoles, d'écarts de salaires et de barrières à la mobilité dans le secteur agricole.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2018,,FRANCE,2018/06/20 00:00,2020/02/04 23:04,0.2,1806,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1806/detail/,,,,2018/06/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_juin_2018.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3305,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,41,VeiCEP1807,VeiCEP1807,Bulletin de veille - juillet 2018,,"Au sommaire de ce bulletin, des articles traitent notamment du rapport du WBAE allemand sur la PAC, de changement climatique et du renchérissement du coût des subventions aux assurances agricoles états-uniennes, de l'impact des changements globaux sur les rendements et la qualité nutritionnelle des légumes, du rapport AcclimaTerra sur l'anticipation des changements climatiques en Nouvelle-Aquitaine, d'un état des lieux des investissements chinois à l'étranger dans le secteur agricole, des politiques structurelles chinoises et de l'utilisation d'engrais et de pesticides, du nouveau rapport de l'Observatoire de la formation des prix et des marges, d'une prospective de la pêche maritime française à l'horizon 2035, des impacts du Brexit sur les échanges entre l'Irlande et le Royaume-Uni, de la production et de la circulation des savoirs de l'agro-écologie, d'environnement et de rentabilité dans une région du nord-ouest de l'Argentine, d'une analyse des consommations alimentaires des Millennials américains, de la conservation des aliments, et du colloque annuel de la SFER sur les politiques agricoles et alimentaires.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2018,,FRANCE,2018/07/20 00:00,2020/02/04 23:03,0.2,1807,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1807/detail/,,,,2018/07/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_juillet_2018.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3306,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,36,VeiCEP1809,VeiCEP1809,Bulletin de veille – septembre 2018,,"Au sommaire de ce bulletin, des articles traitent notamment de la publication de l'Atlas mondial de la désertification, des impacts du changement climatique sur la pêche et l'aquaculture, de la réduction de l'impact des systèmes alimentaires sur l'environnement, du numéro d'Eurochoices sur le Brexit et ses répercussions sur le secteur agroalimentaire, des impacts de l'Accord de partenariat économique UE-Japon sur le Royaume-Uni, de premiers éléments d'évaluation des performances des plant factories, de ma compréhension, d'éléments de compréhension de la faible participation des agriculteurs à la gouvernance territoriale, de l'agriculture sociale en Catalogne, de la valeur d'avenir de la forêt fonction de l'aversion au risque de son propriétaire, du rapport du COE sur les opportunités de la consommation responsable pour l'emploi, de consommation de viande, santé humaine et environnement, des tendances en matière de retraits et rappels alimentaires aux États-Unis entre 2004 et 2017, de l'étude du Conseil d'Etat sur la prise en compte du risque dans la décision publique, et de l'ouvrage « Innovation et développement dans les systèmes agricoles et alimentaires ».","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2018,,FRANCE,2018/09/20 00:00,2020/02/04 23:04,0.2,1809,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1809/detail/,,,,2018/09/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_septembre_2018.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3307,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,35,VeiCEP1810,VeiCEP1810,Bulletin de veille – octobre  2018,,"Au sommaire de ce bulletin, des articles traitent notamment de l'évaluation de l'impact de la PAC sur les flux de main-d'oeuvre agricole, de l'analyse par les Britanniques des effets de la suppression des aides directes de la PAC, de réchauffement climatique et des pertes de récoltes dues aux insectes ravageurs, de l'impact du réchauffement climatique sur l'évolution du commerce international à l'horizon 2050-2059, de l'empreinte hydrique de la consommation alimentaire française, des habitudes alimentaires et consommations hors domicile des Américains, des paysages pastoraux, du bilan du premier site de compensation écologique français, de l'étude des bénéfices environnementaux et sociaux générés par les activités agricoles dans les Cévennes, de la recrudescence des loups et autres grands prédateurs et leurs impacts sur les éleveurs et leur mode de vie en Europe, d'El Tejar comme exemple de méga-entreprise porte d'entrée pour le capitalisme financier en agriculture. Les ouvrages « Land Use and Food Security in 2050: a Narrow Road. Agrimonde-Terra » et « Où pâturer ? Le pastoralisme entre crises et adaptation » font également l'objet de billets et un portrait est consacré à la Rural Investment for Europe (RISE) Foundation.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2018,,FRANCE,2018/10/20 00:00,2020/02/04 23:04,0.2,1810,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1810/detail/,,,,2018/10/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_octobre_2018.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3308,Études & prospective,Veille,Bulletin de veille mensuel,
Garder,301,VeiCEP1811,VeiCEP1811,Bulletin de veille – novembre 2018,,"Au sommaire de ce bulletin, des articles traitent notamment de l'autosuffisance alimentaire potentielle de zones métropolitaines aux États-Unis, du rapport de l'OCDE sur l'innovation, la productivité et la durabilité de l'agriculture en Chine, de l'autonomie des femmes rurales africaines comme vecteur de développement agricole, agro-industriel et de sécurité alimentaire, de l'impact des taxes à l'exportation sur les prix mondiaux et le commerce international de produits agricoles et alimentaires, de l'évaluation de l'efficacité économique et environnementale d'une mesure volontaire soutenant le lait produit à partir d'herbe en Suisse, d'action publique et régulation de l'activité professionnelle vétérinaire, du recours aux antibiogrammes par les vétérinaires et de l'impact de la politique de réduction des antimicrobiens en France, du rapport d'IPES-Food sur les leviers pour la transition agro-écologique, de l'état d'avancement de la transition bas carbone de l'agriculture française, de modélisation pour mieux comprendre les motivations des choix techniques des viticulteurs, du rôle de la pluriactivité dans le maintien en activité des agriculteurs japonais, de la représentation de la prise de décision dans les modèles agricoles européens multi-agents. Les ouvrages « La fraîcheur de l'herbe. Histoire d'une gamme d'émotions de l'Antiquité à nos jours » et « Evolution agrotechnique contemporaine II. transformations de l'agro-machinisme : fonction, puissance, information, invention » font également l'objet de billets et un portrait est consacré au Urban Food Policy Institute de New York.","[{nom_auteur=(CEP), prenom_auteur=Centre d’études et de prospective , Structure=SSP.}]",NATIONAL,VEILLE,VEILLEMENS,VEILLE|PROSP|EVALPOL,2018,,FRANCE,2018/11/20 00:00,2020/02/04 23:04,0.2,1811,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/VeiCEP1811/detail/,,,,2018/11/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-02-04T00:00:00.000Z\""\,\""Fichier\"":\""Bulletin_de_veille_CEP_novembre_2018.pdf\""}]",,0,,"Aides, PAC, Politiques publiques",AIDPOLITIQ,"Aides, PAC, Politiques publiques",3309,Études & prospective,Veille,Bulletin de veille mensuel,
