disaron:nom,dc:title,disaron:Complement_titre,disaron:chapeau,disaron:Auteur,disaron:categorie,disaron:sous_collection,disaron:theme,disaron:annees_reference,disaron:descripteur,disaron:niveau_geographique,disaron:Date_premiere_publication,disaron:date_derniere_publication,ecm:versionLabel,disaron:date_modification,disaron:Numerotation,url,nb de fichiers,noms des fichiers,urls des fichiers,disaron:donnees,trouvé Estelle ?,A
IraLeg21140,Carotte. Une hausse de la production 2021 liée à celle des surfaces,"Commercialisation, surface et production pour la campagne 2021","Selon l’estimation au 1er octobre 2021, la production 2021-2022 de carottes pour le marché du frais (320 200 tonnes) afficherait une hausse de 3 % par rapport à la campagne précédente et par rapport à la moyenne quinquennale. Les surfaces (8 900 tonnes) seraient en effet en augmentation, de 7 % sur un an et de 20 % par rapport à la moyenne 2016-2020, mais les rendements sont pénalisés par la météo en début de campagne. En septembre, les cours reculent de 16 % par rapport à la campagne précédente et sont similaires à ceux de la moyenne sur cinq ans.","[{nom_auteur=Le Fustec, prenom_auteur=Morgane, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2021,CAROTTE,FRANCE,2021/10/27 12:00,2021/10/27 12:00,0.1,2021/10/27 12:00,2021-140,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Iraleg21140/detail/,1,"[""2021_140inforapcarotte.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/Iraleg21140/2021_140inforapcarotte.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2021-10-26T10:02:33.850Z\""\,\""Fichier\"":\""2021_140inforapcarotte.pdf\""}]",COMPLEMENT-Irap,
IraLeg22074,Courgette. Une production estimée en baisse en 2022,"Commercialisation, surface et production pour la campagne 2022","Au 1er juin 2022, selon les premières estimations de campagne, les superficies de courgettes (3 738 ha) seraient en baisse de 12 % par rapport à celles de la campagne 2021 mais progresseraient de 2 % par rapport à la moyenne 2017-2021. La production 2022 est estimée à 166 000 t, en recul également sur un an, de 2 %, mais serait supérieure de 7 % à la moyenne 2017-2021. D’une grande fermeté en tout début de campagne, les prix de la courgette fléchissent en mai, sous le niveau de 2021 et la moyenne quinquennale.","[{nom_auteur=Thomas, prenom_auteur=Gérard, Structure=SSP}, {nom_auteur=Trauchessec, prenom_auteur=Roselyne, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2022,COURGETTE,FRANCE,2022/06/30 12:00,2022/06/30 12:00,0.1,2022/06/30 12:00,2022-74,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg22074/detail/,1,"[""2022_74inforapcourgette.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg22074/2022_74inforapcourgette.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2022-06-29T10:15:51.309Z\""\,\""Fichier\"":\""2022_74inforapcourgette.pdf\""}]",COMPLEMENT-Irap,
IraLeg22076,Tomate. Hausse de la production prévue en 2022 et des prix sur un an,"Commercialisation, surface et production pour la campagne 2022","Au 1er juin 2022, la production 2022 de tomates destinées au marché du frais est estimée à 562 000 tonnes, soit une hausse de 5 % par rapport à la campagne 2021 et de 6 % par rapport à la moyenne 2017-2021. Les surfaces nationales (2 900 ha) augmenteraient de 13 % sur un an et de 9 % par rapport à la moyenne des cinq dernières campagnes. Les prix sont fermes depuis le début de la campagne, la bonne tenue de la consommation contrebalançant la hausse de l’offre.","[{nom_auteur=Thomas, prenom_auteur=Gérard, Structure=SSP}, {nom_auteur=Trauchessec, prenom_auteur=Roselyne, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2022,TOMATE,FRANCE,2022/06/30 12:00,2022/06/30 12:00,0.1,2022/06/30 12:00,2022-76,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg22076/detail/,1,"[""2022_76inforaptomate.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg22076/2022_76inforaptomate.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2022-06-29T10:26:11.682Z\""\,\""Fichier\"":\""2022_76inforaptomate.pdf\""}]",COMPLEMENT-Irap,
IraLeg22150,"Tomate. En 2022, des récoltes amoindries par la sécheresse et des prix en moyenne plus élevés que les campagnes précédentes","Commercialisation, surface et production pour la campagne 2022","Au 1er novembre 2022, la production 2022 de tomates destinées au marché du frais est estimée à 523 500 tonnes, volume en baisse de 3 % par rapport à 2021, en dépit d’une hausse de 7 % des surfaces nationales (2 760 ha), hausse plus prononcée pour les surfaces de plein air que sous serre. Depuis le début de la campagne, les prix à la production sont plus élevés que ceux des campagnes précédentes, hormis pour le mois d’août. A l’automne les prix se redressent fortement. En octobre, les prix progressent de 64 % sur un an et de 66 % par rapport à ceux de la moyenne quinquennale.","[{nom_auteur=Garcia, prenom_auteur=Sara, Structure=SSP}, {nom_auteur=Trauchessec, prenom_auteur=Roselyne, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2022,TOMATE,FRANCE,2022/11/28 10:00,2022/11/28 10:00,0.1,2022/11/28 10:00,2022-150,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg22150/detail/,1,"[""2022_150inforaptomate.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg22150/2022_150inforaptomate.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2022-11-28T07:41:10.820Z\""\,\""Fichier\"":\""2022_150inforaptomate.pdf\""}]",COMPLEMENT-Irap,
IraLeg2306,Laitue. Des récoltes estimées en baisse sur l’ensemble de la campagne 2022-2023,"Commercialisation, surface et production pour la campagne 2022/23","Début janvier 2023, les récoltes de laitues (été + hiver) sont estimées en baisse, aussi bien en nombre de têtes (-3 %) qu’en tonnage (-7 %), et bien que les surfaces progressent de 10 %. Le recul serait beaucoup plus accentué dans les bassins Sud-Est et Sud-Ouest. Durant l’été et jusqu’en octobre les prix des laitues sont en forte hausse sur un an.","[{nom_auteur=Thomas, prenom_auteur=Gérard, Structure=SSP}, {nom_auteur=Trauchessec, prenom_auteur=Roselyne, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2023|2022,LAITUE,FRANCE,2023/01/25 00:00,2023/01/25 10:58,0.2,2023/01/25 00:00,2023-6,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2306/detail/,1,"[""2023_006inforaplaitue.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2306/2023_006inforaplaitue.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-01-24T14:39:37.248Z\""\,\""Fichier\"":\""2023_006inforaplaitue.pdf\""}]",COMPLEMENT-Irap,
IraLeg2329,Poireau. Des prix à la production élevés depuis décembre 2022,"Commercialisation, surface et production pour la campagne 2022/23","Selon les estimations, au 1er mars 2023, la récolte nationale de poireaux de la campagne 2022-2023 s’élèverait à 162 600 tonnes, soit un repli de 13 % sur un an, mais une stabilité par rapport à la moyenne 2017-2021. Les surfaces (5 700 ha au niveau national) reculeraient de 4 % par rapport à la campagne précédente, et plus particulièrement dans le bassin Nord. Les rendements et les récoltes ont d’abord souffert de la sécheresse du printemps et de l’été 2022, puis de la vague de froid et du gel de décembre et janvier. Les volumes commercialisés sont ainsi en forte baisse sur un an, en décembre 2022 et janvier 2023 ; la fin de campagne s’annonce plus précoce, avec un net repli des estimations de récolte sur les 2 derniers mois (mars et avril 2023). Après une baisse en octobre et novembre, les prix à la production du poireau accélèrent en décembre et janvier 2023 ; en février ils demeurent à un niveau élevé, supérieurs de plus de 50 % au niveau de février 2022 et de la moyenne 2017-2021.","[{nom_auteur=Thomas, prenom_auteur=Gérard, Structure=SSP}, {nom_auteur=Trauchessec, prenom_auteur=Roselyne, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2023|2022,POIREAU,FRANCE,2023/03/30 10:00,2023/03/30 10:00,0.1,2023/03/30 10:00,2023-29,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2329/detail/,1,"[""2023_029inforappoireau.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2329/2023_029inforappoireau.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2023-03-30T07:31:29.478Z\""\,\""Fichier\"":\""2023_029inforappoireau.pdf\""}]",COMPLEMENT-Irap,
IraLeg24133,Carotte. Une belle récolte attendue,"Commercialisation, surface et production pour la campagne 2024-2025 ","Selon les prévisions arrêtées au 1er octobre 2024, la production française de carottes pour le marché du frais pourrait atteindre 381 600 tonnes pour la campagne 2024-2025, en hausse de 44 100 tonnes par rapport à 2023-2024. En septembre 2024, les prix ont été d’un niveau comparable à ceux de la campagne 2023 et supérieurs de 29 % par rapport à ceux de la moyenne 2019-2023 sur le même mois.","[{nom_auteur=Raulo, prenom_auteur=Sébastien, Structure=SSP}, {nom_auteur=Trauchessec, prenom_auteur=Roselyne, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2024,CAROTTE,FRANCE,2024/10/31 10:00,2024/10/31 10:00,0.2,2024/10/31 10:00,2024-133,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg24133/detail/,2,"[""2024_133inforapcarotte.pdf"", ""2024-133_DonneesCarotte.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg24133/2024_133inforapcarotte.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg24133/2024-133_DonneesCarotte.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-10-29T11:08:34.197Z\""\,\""Fichier\"":\""2024_133inforapcarotte.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-10-29T11:08:34.197Z\""\,\""Fichier\"":\""2024-133_DonneesCarotte.xlsx\""}]",COMPLEMENT-Irap,
IraLeg24155,Courgette. Une campagne perturbée par les aléas climatiques,"Commercialisation, surface et production pour la campagne 2024","Selon les prévisions arrêtées au 1er novembre 2024, la production française de courgettes est estimée à 134 200 tonnes pour la campagne 2024, en baisse de 14 400 tonnes (- 10 %) par rapport à 2023. Depuis septembre, en raison d’une réduction de l’offre plus forte que lors des campagnes précédentes sur la même période, les prix de fin de campagne connaissent des hausses très marquées (+ 83 % en octobre par rapport à la moyenne 2019-2023 sur le même mois).","[{nom_auteur=Raulo, prenom_auteur=Sébastien, Structure=SSP}, {nom_auteur=Trauchessec, prenom_auteur=Roselyne, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2024,COURGETTE,FRANCE,2024/11/29 10:00,2024/11/29 10:00,0.1,2024/11/29 10:00,2024-155,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg24155/detail/,2,"[""2024_155inforapcourgette.pdf"", ""2024-155_DonneesCourgette.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg24155/2024_155inforapcourgette.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg24155/2024-155_DonneesCourgette.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-28T12:11:55.635Z\""\,\""Fichier\"":\""2024_155inforapcourgette.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-28T12:11:55.635Z\""\,\""Fichier\"":\""2024-155_DonneesCourgette.xlsx\""}]",COMPLEMENT-Irap,
IraLeg25137,Carotte. Une récolte attendue en légère hausse sur un an,"Commercialisation, surface et production pour la campagne 2025-2026","Selon les prévisions arrêtées au 1er octobre 2025, la production française de carottes pour le marché du frais atteindrait 359 600 tonnes pour la campagne 2025-2026. En septembre 2025, les prix ont été inférieurs de 13 % à ceux de la campagne 2024-2025, mais supérieurs de 3 % à la moyenne 2020-2024 sur le même mois.","[{nom_auteur=Raulo, prenom_auteur=Sébastien, Structure=SSP}, {nom_auteur=Leduc, prenom_auteur=Julie, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2025,CAROTTE,FRANCE,2025/10/31 10:00,2025/10/31 10:00,0.1,2025/10/31 10:00,2025-137,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg25137/detail/,2,"[""2025_137inforapCarotte.pdf"", ""2025_137donneesCarotte.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg25137/2025_137inforapCarotte.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg25137/2025_137donneesCarotte.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-10-29T17:23:47.243Z\""\,\""Fichier\"":\""2025_137inforapCarotte.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-10-29T17:23:47.243Z\""\,\""Fichier\"":\""2025_137donneesCarotte.xlsx\""}]",COMPLEMENT-Irap,
IraLeg2565,Tomate.Une production attendue en recul en 2025,"Commercialisation, surface et production pour la campagne 2025","Selon les prévisions arrêtées au 1er mai 2025, la production française de tomates pour le marché du frais est estimée à 491 800 tonnes pour la campagne 2025, en baisse de 9 800 tonnes par rapport à 2024 (-2 %). En avril 2025, les prix ont été supérieurs de 12 % à ceux de la campagne 2024 et de 3 % à la moyenne 2020-2024 sur le même mois.","[{nom_auteur=Raulo, prenom_auteur=Sébastien, Structure=Service de la statistique et de la prospective (SSP). }, {nom_auteur=Leduc, prenom_auteur=Julie, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFLEG,LEGUME,2025,TOMATE,FRANCE,2025/05/28 10:00,2025/05/28 10:00,0.1,2025/05/28 10:00,2025-65,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2565/detail/,2,"[""2025_65inforapTomate.pdf"", ""2025_65donneesTomate.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2565/2025_65inforapTomate.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2565/2025_65donneesTomate.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-05-27T15:22:53.520Z\""\,\""Fichier\"":\""2025_65inforapTomate.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-05-27T15:22:53.520Z\""\,\""Fichier\"":\""2025_65donneesTomate.xlsx\""}]",COMPLEMENT-Irap,
IraLeg2606,Carotte. Une récolte attendue en légère hausse sur un an,"Commercialisation, surface et production pour la campagne 2025-2026 ","Selon les prévisions arrêtées au 1er janvier 2026, la production française de carottes pour le marché du frais atteindrait 378 200 tonnes pour la campagne 2025-2026, les conditions météorologiques d'automne plutôt favorables ayant soutenu la production. En décembre 2025, les prix ont été inférieurs de 5 % à ceux de la campagne 2024-2025, mais supérieurs de 1 % à la moyenne 2020-2024 sur le même mois.","[{nom_auteur=Raulo, prenom_auteur=Sébastien, Structure=SSP}, {nom_auteur=Leduc, prenom_auteur=Julie, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2025|2026,CAROTTE,FRANCE,2026/01/29 10:00,2026/01/29 10:00,0.1,2026/01/29 10:00,2026-6,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2606/detail/,2,"[""2026_06inforapCarotte.pdf"", ""2026-06donneesCarotte.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2606/2026_06inforapCarotte.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2606/2026-06donneesCarotte.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-01-28T16:49:38.613Z\""\,\""Fichier\"":\""2026_06inforapCarotte.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-01-28T16:49:38.613Z\""\,\""Fichier\"":\""2026-06donneesCarotte.xlsx\""}]",COMPLEMENT-Irap,
IraLeg2607,Poireau. Un marché compliqué en fin d’année 2025,"Commercialisation, surface et production pour la campagne 2025-2026","Selon les prévisions arrêtées au 1er octobre 2025, les surfaces implantées en poireaux pour la campagne 2025-2026 seraient stables. La production française de poireaux atteindrait 152 100 tonnes pour l’ensemble de la campagne 2025-2026, en baisse de 12 000 tonnes par rapport à la campagne précédente, avec notamment des rendements potentiellement impactés par la pression parasitaire dans le bassin Nord. En septembre 2025, les prix ont été inférieurs de 6 % à ceux de la campagne 2024-2025, mais supérieurs de 2 % à la moyenne des prix 2020-2024 sur le même mois.","[{nom_auteur=Raulo, prenom_auteur=Sébastien, Structure=SSP}, {nom_auteur=Leduc, prenom_auteur=Julie, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2026|2025,PRIX| POIREAU| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE,FRANCE,2026/01/29 00:00,,0.1,2026/01/28 17:54,2026-7,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2607/detail/,2,"[""2026_07inforapPoireau.pdf"", ""2026_07donneesPoireau.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2607/2026_07inforapPoireau.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2607/2026_07donneesPoireau.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-01-28T16:54:43.685Z\""\,\""Fichier\"":\""2026_07inforapPoireau.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-01-28T16:54:43.685Z\""\,\""Fichier\"":\""2026_07donneesPoireau.xlsx\""}]",COMPLEMENT-Irap,
IraLeg2609,Laitue. La campagne d'hiver 2025 2026 s'amorce avec un marché difficile,"Commercialisation, surface et production pour la campagne 2025-2026","Selon les prévisions arrêtées au 1er janvier 2026, la production française de laitues atteindrait 425,6 millions de têtes pour la campagne 2025-2026, soit une production similaire à celle de la campagne précédente. En décembre 2025, les prix ont été inférieurs de 22 % à ceux de 2024 et de 12 % à la moyenne 2020-2024 sur le même mois.","[{nom_auteur=Raulo, prenom_auteur=Sébastien, Structure=SSP}, {nom_auteur=Leduc, prenom_auteur=Julie, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2026|2025,LAITUE,FRANCE,2026/01/30 00:00,2026/01/30 11:10,0.2,2026/01/30 00:00,2026-9,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2609/detail/,2,"[""2026_09inforapLaitue.pdf"", ""2026_09donneesLaitue.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2609/2026_09inforapLaitue.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2609/2026_09donneesLaitue.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-01-29T15:16:01.401Z\""\,\""Fichier\"":\""2026_09inforapLaitue.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-01-29T15:16:01.401Z\""\,\""Fichier\"":\""2026_09donneesLaitue.xlsx\""}]",COMPLEMENT-Irap,
IraLeg2620,Endive. Un niveau de production en hausse par rapport à l’an dernier,"Commercialisation, surface et production pour la campagne 2025-2026","Selon les dernières prévisions arrêtées au 1er février 2026, la production française d’endives (chicons) atteindrait 135 200 tonnes pour la campagne 2025-2026, en hausse de 6 100 tonnes par rapport à 2024-2025. En janvier 2026, les prix à la production de l’endive ont été inférieurs de 11 % à ceux de la campagne 2024-2025 et de 3 % à la moyenne quinquennale sur le même mois","[{nom_auteur=Raulo, prenom_auteur=Sébastien, Structure=SSP}, {nom_auteur=Leduc, prenom_auteur=Julie, Structure=SSP}]",NATIONAL,INFLEG,LEGUME,2026|2025,ENDIVE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE,FRANCE,2026/02/26 10:00,2026/02/26 10:00,0.1,2026/02/26 10:00,2026-20,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2620/detail/,2,"[""2026_20inforapEndive.pdf"", ""2026_20donneesEndive.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2620/2026_20inforapEndive.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraLeg2620/2026_20donneesEndive.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-02-24T13:14:46.076Z\""\,\""Fichier\"":\""2026_20inforapEndive.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2026-02-24T13:14:46.076Z\""\,\""Fichier\"":\""2026_20donneesEndive.xlsx\""}]",COMPLEMENT-Irap,
IraPra21067,Prairies. Une pousse d’herbe contrastée en mai 2021,Rendement cumulé des praires permanentes et pousse,"u 20 mai 2021, la production cumulée des prairies permanentes est proche de la norme, inférieure de 3 % à la pousse de référence (1989-2018) de la même période. Cette moyenne nationale masque toutefois de fortes disparités régionales avec une pousse normale voire légèrement excédentaire dans la moitié nord, mais fréquemment déficitaire dans la moitié sud.","[{nom_auteur=Fiche, prenom_auteur=Dominique, Structure=SSP}]",NATIONAL,INFPRAI,FOURRAGE,2021,,FRANCE,2021/06/01 14:00,2021/06/01 12:00,0.2,2021/06/01 14:00,2021-67,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra21067/detail/,1,"[""2021_67_InforapPrairies.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraPra21067/2021_67_InforapPrairies.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2021-11-23T14:23:23.289Z\""\,\""Fichier\"":\""2021_67_InforapPrairies.pdf\""}]",COMPLEMENT-Irap,
IraPra21143,"Prairies. Une production d’herbe en hausse, favorisée par une météo favorable",Rendement cumulé des prairies permanentes et pousse,"Au 20 octobre 2021, la pousse cumulée des prairies permanentes depuis le début de la campagne est supérieure de 16 % à la normale. Les conditions météorologiques ont été de nouveau favorables ce mois-ci avec une alternance de pluies et de temps sec, dans un contexte de températures proches de la normale. Sur la période été-automne, la pousse d’herbe est supérieure de 50 % à la normale au niveau national. Sur l’année, les deux-tiers des régions fourragères sont excédentaires, seules celles situées sous une ligne allant de la Vendée aux Pyrénées sont majoritairement déficitaires.","[{nom_auteur=Fiche, prenom_auteur=Dominique, Structure=SSP}]",NATIONAL,INFPRAI,FOURRAGE,2021,,FRANCE,2021/10/28 12:00,2021/10/28 12:00,0.2,2021/10/28 12:00,2021-143,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra21143/detail/,1,"[""2021_143_InforapPrairies.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraPra21143/2021_143_InforapPrairies.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2021-10-27T14:14:26.592Z\""\,\""Fichier\"":\""2021_143_InforapPrairies.pdf\""}]",COMPLEMENT-Irap,
IraPra22131,Prairies. Une pousse d’herbe déficitaire de 29 %,Rendement cumulé des praires permanentes et pousse,"Au 20 octobre, la production cumulée des prairies permanentes depuis le début de l’année est inférieure de 29 % à celle de la période de référence 1989-2018. En ce début d’automne, les températures toujours douces et le retour des précipitations favorisent une reprise de la pousse de l’herbe au nord d’une ligne allant de la Bretagne à Auvergne-Rhône-Alpes. Cette amélioration ne compense toutefois pas les pertes importantes subies durant la période estivale.","[{nom_auteur=Fiche, prenom_auteur=Dominique, Structure=SSP}]",NATIONAL,INFPRAI,FOURRAGE,2022,,FRANCE,2022/10/27 00:00,2022/10/27 10:12,0.2,2022/10/27 00:00,2022-131,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra22131/detail/,1,"[""2022_131_InforapPrairies.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraPra22131/2022_131_InforapPrairies.pdf""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2022-10-26T08:02:49.804Z\""\,\""Fichier\"":\""2022_131_InforapPrairies.pdf\""}]",COMPLEMENT-Irap,
IraPra25154,"Prairies. En 2025, une pousse de l’herbe inférieure à la normale",Rendement cumulé des prairies permanentes,"La production d’herbe des prairies permanentes termine l’année avec un déficit moyen au niveau national de 9 % par rapport à la période de référence 1989-2018, et des disparités régionales. Les conditions favorables de la fin d’été et de l’automne ont permis de compenser une partie du retard de pousse cumulé sur les mois d’été. Des Hauts-de- France au nord des Pays de la Loire, le déficit est toutefois plus important.","[{nom_auteur=Fiche, prenom_auteur=Dominique, Structure=SSP}]",NATIONAL,INFPRAI,FOURRAGE,2025,,FRANCE,2025/11/27 10:00,2025/11/27 10:00,0.1,2025/11/27 10:00,2025-154,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra25154/detail/,2,"[""2025-154inforapprairies.pdf"", ""2025-154inforapprairies-Donnees.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraPra25154/2025-154inforapprairies.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraPra25154/2025-154inforapprairies-Donnees.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-11-26T10:26:07.623Z\""\,\""Fichier\"":\""2025-154inforapprairies.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-11-26T10:26:07.623Z\""\,\""Fichier\"":\""2025-154inforapprairies-Donnees.xlsx\""}]",COMPLEMENT-Irap,
IraPri093,"Prix agricoles alimentaires. En mai 2019, hausse des prix des produits agricoles à la production sur un an","Prix des produis agricoles, prix des produits alimentaires","En mai 2019, les prix à la production de l’ensemble des produits agricoles s’accroissent sur un an (+ 4 % en données brutes). Les cours des céréales, des porcins, du lait, et surtout des pommes de terre, contribuent à l’augmentation des cours.","[{nom_auteur=Delort, prenom_auteur=Annie, Structure=Service de la statistique et de la prospective (SSP). }]",NATIONAL,INFPRIX,PRIX,2019,INDICE| CONJONCTURE,FRANCE,2019/06/28 00:00,2019/10/17 12:36,0.1,2019/06/28 00:00,2019-093,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri093/detail/,2,"[""2019_093_Inforapprix.pdf"", ""2019_093_Inforapprix_Donnees-2.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraPri093/2019_093_Inforapprix.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraPri093/2019_093_Inforapprix_Donnees-2.xls""]","[{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-10-17T00:00:00.000Z\""\,\""Fichier\"":\""2019_093_Inforapprix_Donnees-2.xls\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-10-17T00:00:00.000Z\""\,\""Fichier\"":\""2019_093_Inforapprix.pdf\""}]",COMPLEMENT-Irap,
